Rank,Title,Year,Duration,Genre1,Genre2,Genre3,Rating,Votes,Director,Actor1,Actor2,Actor3,Actor4
198,The Chronicles of Narnia: Prince Caspian,2008,150,Action, Adventure, Family,6.5,215986,Andrew Adamson,Ben Barnes,Skandar Keynes,Georgie Henley,William Moseley
199,Zack and Miri Make a Porno,2008,101,Comedy, Romance,,6.5,179649,Kevin Smith,Seth Rogen,Elizabeth Banks,Craig Robinson,Gerry Bednob
200,Sex Drive,2008,109,Comedy, Romance,,6.5,89006,Sean Anders,Josh Zuckerman,Clark Duke,Amanda Crew,James Marsden
201,Never Back Down,2008,113,Action, Drama, Sport,6.5,103474,Jeff Wadlow,Sean Faris,Djimon Hounsou,Amber Heard,Cam Gigandet
202,The Spiderwick Chronicles,2008,96,Action, Adventure, Drama,6.5,98621,Mark Waters,Freddie Highmore,Sarah Bolger,David Strathairn,Mary-Louise Parker
203,Get Smart,2008,110,Action, Adventure, Comedy,6.5,221783,Peter Segal,Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson
204,The Forbidden Kingdom,2008,104,Action, Adventure, Fantasy,6.5,107179,Rob Minkoff,Jackie Chan,Jet Li,Michael Angarano,Juana Collignon
205,Harold & Kumar Escape from Guantanamo Bay,2008,114,Adventure, Comedy,,6.5,139222,Jon Hurwitz,Hayden Schlossberg,John Cho,Kal Penn,Neil Patrick Harris
206,I Can't Think Straight,2008,82,Drama, Romance,,6.5,8941,Shamim Sarif,Lisa Ray,Sheetal Sheth,Antonia Frering,Dalip Tahil
207,Pontypool,2008,93,Horror, Sci-Fi,,6.5,33477,Bruce McDonald,Stephen McHattie,Lisa Houle,Georgina Reilly,Hrant Alianak
208,Blindness,2008,121,Drama, Mystery, Thriller,6.5,73860,Fernando Meirelles,Julianne Moore,Mark Ruffalo,Gael García Bernal,Yûsuke Iseya
209,Dostana,2008,145,Comedy, Drama, Romance,6.5,15553,Tarun Mansukhani,Punit Malhotra,Abhishek Bachchan,John Abraham,Priyanka Chopra Jonas
210,Kit Kittredge: An American Girl,2008,101,Comedy, Drama, Family,6.5,6156,Patricia Rozema,Abigail Breslin,Stanley Tucci,Joan Cusack,Julia Ormond
211,The Horseman,2008,96,Crime, Thriller,,6.5,5185,Steven Kastrissios,Peter Marshall,Caroline Marohasy,Brad McMurray,Jack Henry
212,La mujer sin cabeza,2008,87,Drama, Mystery, Thriller,6.5,5455,Lucrecia Martel,María Onetto,Claudia Cantero,César Bordón,Daniel Genoud
213,Disgrace,2008,119,Drama,,,6.5,5614,Steve Jacobs,John Malkovich,Natalie Becker,Jessica Haines,Eriq Ebouaney
214,Hancock,2008,92,Action, Comedy, Drama,6.4,492477,Peter Berg,Will Smith,Charlize Theron,Jason Bateman,Jae Head
215,Death Race,2008,105,Action, Sci-Fi, Thriller,6.4,212737,Paul W.S. Anderson,Jason Statham,Joan Allen,Tyrese Gibson,Ian McShane
216,City of Ember,2008,90,Adventure, Drama, Family,6.4,67510,Gil Kenan,Saoirse Ronan,Toby Jones,Bill Murray,David Ryall
217,Repo! The Genetic Opera,2008,98,Horror, Musical, Sci-Fi,6.4,25658,Darren Lynn Bousman,Paul Sorvino,Anthony Head,Alexa PenaVega,Sarah Brightman
218,Fireproof,2008,122,Drama, Romance,,6.4,23357,Alex Kendrick,Kirk Cameron,Erin Bethea,Ken Bevel,Stephen Dervan
219,How to Lose Friends & Alienate People,2008,110,Biography, Comedy, Drama,6.4,70180,Robert B. Weide,Simon Pegg,Kirsten Dunst,Megan Fox,Kelan Guy
220,Be Kind Rewind,2008,102,Comedy,,,6.4,92324,Michel Gondry,Jack Black,Yasiin Bey,Danny Glover,Mia Farrow
221,Choke,2008,92,Comedy, Drama,,6.4,32995,Clark Gregg,Sam Rockwell,Anjelica Huston,Kelly Macdonald,Kathryn Alexander
222,Baiohazâdo: Dijenerêshon,2008,97,Animation, Action, Horror,6.4,32037,Makoto Kamiya,Paul Mercier,Alyson Court,Laura Bailey,Roger Craig Smith
223,Fireflies in the Garden,2008,99,Drama,,,6.4,13222,Dennis Lee,Ryan Reynolds,Willem Dafoe,Emily Watson,Carrie-Anne Moss
224,Little Ashes,2008,112,Biography, Drama, History,6.4,9393,Paul Morrison,Robert Pattinson,Javier Beltrán,Matthew McNulty,Marina Gatell
225,Stop-Loss,2008,112,Drama, War,,6.4,20553,Kimberly Peirce,Ryan Phillippe,Abbie Cornish,Joseph Gordon-Levitt,Rob Brown
226,Soul Men,2008,100,Comedy, Drama, Music,6.4,11298,Malcolm D. Lee,Samuel L. Jackson,Bernie Mac,Sharon Leal,Adam Herschman
227,Cass,2008,108,Biography, Crime, Drama,6.4,6395,Jon S. Baird,Nonso Anozie,Gavin Brocker,Leo Gregory,Natalie Press
228,Cheung gong 7 hou,2008,88,Adventure, Comedy, Drama,6.4,16404,Stephen Chow,Stephen Chow,Yuqi Zhang,Jiao Xu,Lei Huang
229,Passchendaele,2008,114,Drama, History, Romance,6.4,8556,Paul Gross,Paul Gross,Michael Greyeyes,James Kot,Jesse Frechette
230,The Great Buck Howard,2008,90,Adventure, Comedy, Drama,6.4,14370,Sean McGinly,Colin Hanks,John Malkovich,Tom Hanks,Emily Blunt
231,Henry Poole Is Here,2008,99,Comedy, Drama,,6.4,12849,Mark Pellington,Luke Wilson,Radha Mitchell,George Lopez,Adriana Barraza
232,Largo Winch,2008,108,Action, Thriller,,6.4,14411,Jérôme Salle,Tomer Sisley,Kristin Scott Thomas,Predrag 'Miki' Manojlovic,Mélanie Thierry
233,O... Çocuklari,2008,120,Comedy, Drama,,6.4,5362,Murat Saraçoglu,Demet Akbag,Özgü Namal,Sarp Apak,Altan Erkekli
234,Lake Mungo,2008,87,Drama, Horror, Mystery,6.3,24985,Joel Anderson,Rosie Traynor,David Pledger,Martin Sharpe,Talia Zucker
235,"Angus, Thongs and Perfect Snogging",2008,100,Comedy, Drama, Romance,6.3,28938,Gurinder Chadha,Georgia Groome,Aaron Taylor-Johnson,Karen Taylor,Alan Davies
236,The Poker House,2008,93,Drama,,,6.3,5609,Lori Petty,Jennifer Lawrence,Javon Johnson,Sophi Bairley,Bokeem Woodbine
237,W.,2008,129,Biography, Comedy, Drama,6.3,49163,Oliver Stone,Josh Brolin,Elizabeth Banks,Ioan Gruffudd,Colin Hanks
238,Der Rote Baron,2008,106,Action, Adventure, Biography,6.3,12725,Nikolai Müllerschön,Matthias Schweighöfer,Lena Headey,Til Schweiger,Joseph Fiennes
239,Good Dick,2008,86,Comedy, Drama, Romance,6.3,8141,Marianna Palka,Marianna Palka,Jason Ritter,Eric Edelstein,Mark Webber
240,The Ramen Girl,2008,102,Comedy, Drama, Romance,6.3,10569,Robert Allan Ackerman,Brittany Murphy,Toshiyuki Nishida,Tammy Blanchard,Soji Arai
241,Hamlet 2,2008,92,Comedy, Music,,6.3,17147,Andrew Fleming,Steve Coogan,Elisabeth Shue,Catherine Keener,J.J. Soria
242,Surveillance,2008,97,Crime, Drama, Mystery,6.3,18056,Jennifer Lynch,Julia Ormond,Bill Pullman,Pell James,Caroline Aaron
243,Hua pi,2008,103,Action, Drama, Fantasy,6.3,5077,Gordon Chan,Andy Wing-Keung Chin,Danny Ko,Donnie Yen,Xun Zhou
244,Bhootnath,2008,150,Comedy, Drama, Family,6.3,10247,Vivek Sharma,Amitabh Bachchan,Abhinay Raj Singh,Juhi Chawla,Satish Shah
245,Indiana Jones and the Kingdom of the Crystal Skull,2008,122,Action, Adventure,,6.2,463062,Steven Spielberg,Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen
246,The Onion Movie,2008,86,Comedy,,,6.2,16178,Tom Kuntz,Mike Maguire,Len Cariou,Sarah McElligott,Amir Talai
247,Outlander,2008,115,Action, Adventure, Sci-Fi,6.2,76811,Howard McCain,Jim Caviezel,Sophia Myles,Ron Perlman,Jack Huston
248,The Sisterhood of the Traveling Pants 2,2008,119,Comedy, Drama, Romance,6.2,29913,Sanaa Hamri,America Ferrera,Alexis Bledel,Amber Tamblyn,Blake Lively
249,Step Up 2: The Streets,2008,98,Drama, Music, Romance,6.2,88981,Jon M. Chu,Robert Hoffman,Briana Evigan,Cassie Ventura,Adam Sevani
250,Untraceable,2008,101,Crime, Mystery, Thriller,6.2,51696,Gregory Hoblit,Diane Lane,Colin Hanks,Joseph Cross,Billy Burke
1,Monpura,2009,136,Crime, Drama, Musical,8.7,8302,Md. Hafizur Rahman,Giasuddin Selim,Chanchal Chowdhury,Farhana Mili,Shirin Alam
2,3 Idiots,2009,170,Comedy, Drama,,8.4,408395,Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,Kareena Kapoor
3,Inglourious Basterds,2009,153,Adventure, Drama, War,8.3,1480710,Quentin Tarantino,Brad Pitt,Diane Kruger,Eli Roth,Mélanie Laurent
4,Up,2009,96,Animation, Adventure, Comedy,8.3,1062297,Pete Docter,Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger
5,The Secret in Their Eyes,2009,129,Drama, Mystery, Romance,8.2,213097,Juan José Campanella,Ricardo Darín,Soledad Villamil,Pablo Rago,Carla Quevedo
6,Hachi: A Dog's Tale,2009,93,Biography, Drama, Family,8.1,292796,Lasse Hallström,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,Sarah Roemer
7,Mary and Max,2009,92,Animation, Comedy, Drama,8.1,180055,Adam Elliot,Toni Collette,Philip Seymour Hoffman,Eric Bana,Barry Humphries
8,Gulaal,2009,140,Crime, Drama, Thriller,8.0,15356,Anurag Kashyap,Kay Kay Menon,Raj Singh Chaudhary,Raja Chaudhary,Jesse Randhawa
9,Castaway on the Moon,2009,116,Comedy, Drama, Romance,8.0,18911,Lee Hae-jun,Jae-yeong Jeong,Ryeowon Jung,Yeong-seo Park,Mi-kyeong Yang
10,Nefes: Vatan Sagolsun,2009,128,Action, Drama, Thriller,8.0,34307,Levent Semerci,Mete Horozoglu,Ilker Kizmaz,Baris Bagci,Özgür Eren Koç
11,Unnaipol Oruvan,2009,106,Action, Crime, Drama,8.0,5961,Chakri Toleti,Kamal Haasan,Mohanlal,Lakshmi,Ganesh Venkatraman
12,Avatar,2009,162,Action, Adventure, Fantasy,7.9,1335352,James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez
13,Fantastic Mr. Fox,2009,87,Animation, Adventure, Comedy,7.9,241970,Wes Anderson,George Clooney,Meryl Streep,Bill Murray,Jason Schwartzman
14,Star Trek,2009,127,Action, Adventure, Sci-Fi,7.9,608883,J.J. Abrams,Chris Pine,Zachary Quinto,Simon Pegg,Leonard Nimoy
15,District 9,2009,112,Action, Sci-Fi, Thriller,7.9,691900,Neill Blomkamp,Sharlto Copley,David James,Jason Cope,Nathalie Boltt
16,About Elly,2009,119,Drama, Mystery,,7.9,54772,Asghar Farhadi,Golshifteh Farahani,Shahab Hosseini,Taraneh Alidoosti,Sajjad Dolati
17,Dev.D,2009,144,Comedy, Drama, Romance,7.9,31273,Anurag Kashyap,Abhay Deol,Mahie Gill,Kalki Koechlin,Dibyendu Bhattacharya
18,Evangelion: 2.0 You Can (Not) Advance,2009,112,Animation, Action, Drama,7.9,22904,Masayuki,Kazuya Tsurumaki,Hideaki Anno,Joe Fria,Kotono Mitsuishi
19,Kick,2009,155,Action, Comedy, Crime,7.9,5204,Surender Reddy,Ravi Teja,Ileana D'Cruz,Shaam,Brahmanandam
20,Mr. Nobody,2009,141,Drama, Fantasy, Romance,7.8,237988,Jaco Van Dormael,Jared Leto,Sarah Polley,Diane Kruger,Linh-Dan Pham
21,Moon,2009,97,Drama, Mystery, Sci-Fi,7.8,365315,Duncan Jones,Sam Rockwell,Kevin Spacey,Dominique McElligott,Rosie Shaw
22,The Girl with the Dragon Tattoo,2009,152,Crime, Drama, Mystery,7.8,219114,Niels Arden Oplev,Michael Nyqvist,Noomi Rapace,Ewa Fröling,Lena Endre
23,Mother,2009,129,Crime, Drama, Mystery,7.8,66996,Bong Joon Ho,Hye-ja Kim,Won Bin,Jin Goo,Je-mun Yun
24,The White Ribbon,2009,144,Drama, Mystery, Thriller,7.8,75182,Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur
25,A Prophet,2009,155,Crime, Drama,,7.8,99958,Jacques Audiard,Tahar Rahim,Niels Arestrup,Adel Bencherif,Reda Kateb
26,Tales from the Golden Age,2009,155,Comedy, History,,7.8,5830,Hanno Höfer,Razvan Marculescu,Cristian Mungiu,Constantin Popescu,Ioana Uricaru
27,The Hangover,2009,100,Comedy,,,7.7,802475,Todd Phillips,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms
28,Coraline,2009,100,Animation, Drama, Family,7.7,240197,Henry Selick,Dakota Fanning,Teri Hatcher,John Hodgman,Jennifer Saunders
29,500 Days of Summer,2009,95,Comedy, Drama, Romance,7.7,527417,Marc Webb,Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,Chloë Grace Moretz
30,Magadheera,2009,147,Action, Drama, Fantasy,7.7,23680,S.S. Rajamouli,Ram Charan,Kajal Aggarwal,Dev Gill,Srihari
31,Undertow,2009,97,Drama, Fantasy, Romance,7.7,7038,Javier Fuentes-León,Cristian Mercado,Tatiana Astengo,Manolo Cardona,Attilia Boschetti
32,City of Life and Death,2009,133,Drama, History, War,7.7,11328,Chuan Lu,Ye Liu,Wei Fan,Hideo Nakaizumi,Yuanyuan Gao
33,Watchmen,2009,162,Action, Drama, Mystery,7.6,560687,Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman
34,Zombieland,2009,88,Action, Comedy, Horror,7.6,591285,Ruben Fleischer,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin
35,Harry Potter and the Half-Blood Prince,2009,153,Action, Adventure, Family,7.6,560382,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon
36,The Blind Side,2009,129,Biography, Drama, Sport,7.6,341733,John Lee Hancock,Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head
37,Sherlock Holmes,2009,128,Action, Adventure, Mystery,7.6,645357,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong
38,The Secret of Kells,2009,75,Animation, Adventure, Family,7.6,36662,Tomm Moore,Nora Twomey,Evan McGuire,Brendan Gleeson,Mick Lally
39,Celda 211,2009,113,Action, Adventure, Crime,7.6,68947,Daniel Monzón,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón
40,Wake Up Sid,2009,138,Comedy, Drama, Romance,7.6,32387,Ayan Mukerji,Ranbir Kapoor,Konkona Sen Sharma,Supriya Pathak,Anupam Kher
41,Ayan,2009,162,Action,,,7.6,11035,K.V. Anand,Suriya,Tamannaah Bhatia,Prabhu,Jagan
42,A Single Man,2009,99,Crime, Drama, Romance,7.5,114560,Tom Ford,Colin Firth,Julianne Moore,Matthew Goode,Nicholas Hoult
43,Redline,2009,102,Animation, Action, Sci-Fi,7.5,15292,Takeshi Koike,Takuya Kimura,Yû Aoi,Tadanobu Asano,Yoshiyuki Morishita
44,Sin Nombre,2009,96,Adventure, Crime, Drama,7.5,33387,Cary Joji Fukunaga,Paulina Gaitan,Marco Antonio Aguirre,Leonardo Alonso,Karla Cecilia Alvarado
45,The Damned United,2009,98,Biography, Drama, Sport,7.5,44734,Tom Hooper,Colm Meaney,Henry Goodman,David Roper,Jimmy Reddington
46,Rocket Singh: Salesman of the Year,2009,150,Comedy, Drama,,7.5,21056,Shimit Amin,Ranbir Kapoor,Prem Chopra,Mukesh S. Bhatt,D. Santosh
47,Wan pisu firumu: sutorongu warudo,2009,113,Animation, Action, Adventure,7.5,6148,Munehisa Sakai,Felecia Angelle,Bryan Baker,Jeff Banks,Christopher Bevins
48,Red Cliff II,2009,142,Action, Adventure, Drama,7.5,24716,John Woo,Tony Leung Chiu-wai,Takeshi Kaneshiro,Fengyi Zhang,Chang Chen
49,The Concert,2009,119,Comedy, Drama, Music,7.5,18342,Radu Mihaileanu,Aleksey Guskov,Mélanie Laurent,Dmitriy Nazarov,François Berléand
50,Welcome,2009,110,Drama,,,7.5,7478,Philippe Lioret,Vincent Lindon,Firat Ayverdi,Audrey Dana,Derya Ayverdi
51,Vavien,2009,100,Comedy, Drama, Thriller,7.5,13183,Durul Taylan,Yagmur Taylan,Engin Günaydin,Binnur Kaya,Settar Tanriögen
52,Law Abiding Citizen,2009,109,Action, Crime, Drama,7.4,304776,F. Gary Gray,Gerard Butler,Jamie Foxx,Leslie Bibb,Colm Meaney
53,Up in the Air,2009,109,Comedy, Drama, Romance,7.4,340808,Jason Reitman,George Clooney,Vera Farmiga,Anna Kendrick,Jason Bateman
54,In the Loop,2009,106,Comedy,,,7.4,59537,Armando Iannucci,Tom Hollander,Peter Capaldi,James Gandolfini,Harry Hadden-Paton
55,Black Dynamite,2009,84,Action, Comedy,,7.4,50072,Scott Sanders,Michael Jai White,Arsenio Hall,Tommy Davidson,Phyllis Applegate
56,I Killed My Mother,2009,96,Drama, Romance,,7.4,30498,Xavier Dolan,Anne Dorval,Xavier Dolan,François Arnaud,Suzanne Clément
57,Summer Wars,2009,114,Animation, Action, Adventure,7.4,30477,Mamoru Hosoda,Ryunosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,Takahiro Yokokawa
58,City Island,2009,104,Comedy, Drama,,7.4,32033,Raymond De Felitta,Andy Garcia,Julianna Margulies,Steven Strait,Emily Mortimer
59,Kaminey,2009,130,Action, Crime, Drama,7.4,17565,Vishal Bhardwaj,Shahid Kapoor,Priyanka Chopra Jonas,Deb Mukherjee,Shivkumar Subramaniam
60,A Town Called Panic,2009,75,Animation, Adventure, Comedy,7.4,8397,Stéphane Aubier,Vincent Patar,Stéphane Aubier,Jeanne Balibar,Nicolas Buysse
61,Yahsi Bati,2009,112,Adventure, Comedy, Fantasy,7.4,36719,Ömer Faruk Sorak,Cem Yilmaz,Ozan Güven,Demet Evgar,Zafer Algöz
62,Arya 2,2009,155,Action, Comedy, Romance,7.4,6967,Sukumar,Allu Arjun,Kajal Aggarwal,Navdeep,Mukesh Rishi
63,My Sister's Keeper,2009,109,Drama, Family,,7.3,95187,Nick Cassavetes,Cameron Diaz,Abigail Breslin,Alec Baldwin,Walter Raney
64,Precious,2009,110,Drama,,,7.3,112972,Lee Daniels,Gabourey Sidibe,Mo'Nique,Paula Patton,Mariah Carey
65,Invictus,2009,134,Action, Adventure, Biography,7.3,162848,Clint Eastwood,Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng
66,An Education,2009,100,Drama,,,7.3,135944,Lone Scherfig,Carey Mulligan,Peter Sarsgaard,Alfred Molina,Olivia Williams
67,The Boat That Rocked,2009,117,Comedy, Drama, Music,7.3,113456,Richard Curtis,Philip Seymour Hoffman,Bill Nighy,Nick Frost,Michael Hadley
68,Fish Tank,2009,123,Drama,,,7.3,63615,Andrea Arnold,Katie Jarvis,Michael Fassbender,Kierston Wareing,Rebecca Griffiths
69,Mao's Last Dancer,2009,117,Biography, Drama, Music,7.3,8071,Bruce Beresford,Chi Cao,Bruce Greenwood,Kyle MacLachlan,Penne Hackforth-Jones
70,The Girl Who Kicked the Hornet's Nest,2009,147,Crime, Drama, Thriller,7.3,72905,Daniel Alfredson,Michael Nyqvist,Noomi Rapace,Lena Endre,Annika Hallin
71,Desert Flower,2009,120,Biography, Drama,,7.3,13642,Sherry Hormann,Soraya Omar-Scego,Idriss Abdillahi Houfaneh,Awa Saïd Darar,Roun Daher Aïnan
72,Eyes Wide Open,2009,91,Drama, Romance,,7.3,6475,Haim Tabakman,Zohar Strauss,Ran Danker,Tinkerbell,Tzahi Grad
73,The Misfortunates,2009,108,Comedy, Drama,,7.3,11119,Felix van Groeningen,Kenneth Vanbaeden,Valentijn Dhaenens,Koen De Graeve,Wouter Hendrickx
74,The Maid,2009,95,Comedy, Drama,,7.3,6212,Sebastián Silva,Catalina Saavedra,Claudia Celedón,Mariana Loyola,Andrea García-Huidobro
75,Trailer Park Boys: Countdown to Liquor Day,2009,102,Comedy, Crime,,7.3,7641,Mike Clattenburg,Robb Wells,John Paul Tremblay,Mike Smith,John Dunsworth
76,13B: Fear Has a New Address,2009,146,Drama, Horror, Mystery,7.3,7745,Vikram K. Kumar,Madhavan,Nitu Chandra,Poonam Dhillon,Saranya Ponvannan
77,The Hedgehog,2009,100,Drama,,,7.3,9520,Mona Achache,Josiane Balasko,Garance Le Guillermic,Togo Igawa,Anne Brochet
78,Love in Another Language,2009,98,Drama,,,7.3,7040,Ilksen Basarir,Mert Firat,Saadet Aksoy,Lale Mansur,Emre Karayel
79,Ajami,2009,124,Crime, Drama,,7.3,6327,Scandar Copti,Yaron Shani,Fouad Habash,Nisrin Siksik,Elias Saba
80,Escaping Tel Aviv,2009,119,Action, Adventure, Drama,7.3,5891,Sharif Arafah,Sherif Mounir,Karim Abdel Aziz,Mona Zaki,Kinda Alloush
81,Dogtooth,2009,97,Drama, Thriller,,7.2,100051,Yorgos Lanthimos,Christos Stergioglou,Michele Valley,Angeliki Papoulia,Christos Passalis
82,The Road,2009,111,Drama, Fantasy,,7.2,244494,John Hillcoat,Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee,Robert Duvall
83,Enter the Void,2009,161,Drama, Fantasy,,7.2,83359,Gaspar Noé,Nathaniel Brown,Paz de la Huerta,Cyril Roy,Olly Alexander
84,Crazy Heart,2009,112,Drama, Music, Romance,7.2,91859,Scott Cooper,Jeff Bridges,Maggie Gyllenhaal,Colin Farrell,James Keane
85,The Young Victoria,2009,105,Biography, Drama, History,7.2,63553,Jean-Marc Vallée,Emily Blunt,Rupert Friend,Paul Bettany,Miranda Richardson
86,Harry Brown,2009,103,Action, Crime, Drama,7.2,89238,Daniel Barber,Michael Caine,Emily Mortimer,David Bradley,Charlie Creed-Miles
87,Polytechnique,2009,77,Crime, Drama, History,7.2,17433,Denis Villeneuve,Maxim Gaudette,Sébastien Huberdeau,Karine Vanasse,Martin Watier
88,Soul Kitchen,2009,99,Comedy, Drama,,7.2,39233,Fatih Akin,Adam Bousdoukos,Moritz Bleibtreu,Pheline Roggan,Anna Bederke
89,Mother and Child,2009,125,Drama, Romance,,7.2,12481,Rodrigo García,Naomi Watts,Annette Bening,Kerry Washington,Alexandria M. Salling
90,Broken Embraces,2009,127,Drama, Romance, Thriller,7.2,41692,Pedro Almodóvar,Penélope Cruz,Lluís Homar,Blanca Portillo,José Luis Gómez
91,John Rabe,2009,134,Biography, Drama, History,7.2,6576,Florian Gallenberger,Ulrich Tukur,Daniel Brühl,Steve Buscemi,Anne Consigny
92,Crows Zero II,2009,133,Action, Comedy, Crime,7.2,5183,Takashi Miike,Shun Oguri,Kyôsuke Yabe,Meisa Kuroki,Kenta Kiritani
93,Brothers,2009,105,Drama, Thriller, War,7.1,134389,Jim Sheridan,Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Sam Shepard
94,The Princess and the Frog,2009,97,Animation, Adventure, Comedy,7.1,152285,Ron Clements,John Musker,Anika Noni Rose,Keith David,Oprah Winfrey
95,The Time Traveler's Wife,2009,107,Comedy, Drama, Fantasy,7.1,153694,Robert Schwentke,Eric Bana,Rachel McAdams,Ron Livingston,Michelle Nolden
96,State of Play,2009,127,Crime, Drama, Mystery,7.1,154899,Kevin Macdonald,Russell Crowe,Rachel McAdams,Ben Affleck,Helen Mirren
97,Thirst,2009,134,Drama, Fantasy, Horror,7.1,48936,Park Chan-wook,Song Kang-ho,Kim Ok-bin,Hee-jin Choi,Seo Dong-soo
98,Nowhere Boy,2009,98,Biography, Drama, Music,7.1,37716,Sam Taylor-Johnson,Aaron Taylor-Johnson,Kristin Scott Thomas,Anne-Marie Duff,David Threlfall
99,Agora,2009,127,Adventure, Biography, Drama,7.1,71109,Alejandro Amenábar,Rachel Weisz,Max Minghella,Oscar Isaac,Ashraf Barhom
100,The Girl Who Played with Fire,2009,129,Action, Crime, Drama,7.1,96586,Daniel Alfredson,Noomi Rapace,Michael Nyqvist,Lena Endre,Peter Andersson
101,Whatever Works,2009,93,Comedy, Romance,,7.1,75240,Woody Allen,Evan Rachel Wood,Larry David,Henry Cavill,Adam Brooks
102,Adam,2009,99,Comedy, Drama, Romance,7.1,35069,Max Mayer,Hugh Dancy,Rose Byrne,Peter Gallagher,Amy Irving
103,The Messenger,2009,113,Drama, Romance, War,7.1,35858,Oren Moverman,Ben Foster,Samantha Morton,Woody Harrelson,Jena Malone
104,Everybody's Fine,2009,99,Adventure, Drama,,7.1,62596,Kirk Jones,Robert De Niro,Kate Beckinsale,Sam Rockwell,Drew Barrymore
105,Micmacs,2009,105,Action, Comedy, Crime,7.1,30714,Jean-Pierre Jeunet,Dany Boon,André Dussollier,Nicolas Marié,Yolande Moreau
106,Little Nicholas,2009,91,Comedy, Family,,7.1,13625,Laurent Tirard,Maxime Godart,Vincent Claude,Charles Vaillant,Victor Carles
107,Looking for Eric,2009,116,Comedy, Drama, Fantasy,7.1,17499,Ken Loach,Steve Evets,Eric Cantona,Stephanie Bishop,Gerard Kearns
108,Luck by Chance,2009,156,Drama,,,7.1,10558,Zoya Akhtar,Farhan Akhtar,Konkona Sen Sharma,Rishi Kapoor,Dimple Kapadia
109,Paa,2009,133,Comedy, Drama,,7.1,12309,R. Balki,Amitabh Bachchan,Abhishek Bachchan,Vidya Balan,Paresh Rawal
110,Kosmos,2009,122,Drama, Fantasy,,7.1,5046,Reha Erdem,Sermet Yesil,Türkü Turan,Serkan Keskin,Hakan Altuntas
111,No One Knows About Persian Cats,2009,106,Drama, Music,,7.1,7349,Bahman Ghobadi,Negar Shaghaghi,Ashkan Koshanejad,Hamed Behdad,Babak Mirzakhani
112,Orphan,2009,123,Horror, Mystery, Thriller,7.0,237464,Jaume Collet-Serra,Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman,CCH Pounder
113,"I Love You, Man",2009,105,Comedy, Romance,,7.0,210887,John Hamburg,Paul Rudd,Jason Segel,Rashida Jones,Sarah Burns
114,Public Enemies,2009,140,Action, Biography, Crime,7.0,308643,Michael Mann,Christian Bale,Johnny Depp,Christian Stolte,Jason Clarke
115,9,2009,79,Animation, Action, Adventure,7.0,142697,Shane Acker,Elijah Wood,Jennifer Connelly,Crispin Glover,Christopher Plummer
116,Julie & Julia,2009,123,Biography, Drama, Romance,7.0,123351,Nora Ephron,Amy Adams,Meryl Streep,Chris Messina,Stanley Tucci
117,A Serious Man,2009,106,Comedy, Drama,,7.0,145455,Ethan Coen,Joel Coen,Michael Stuhlbarg,Richard Kind,Sari Lennick
118,I Am Love,2009,120,Drama, Romance,,7.0,23169,Luca Guadagnino,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini,Alba Rohrwacher
